"","id","partition","fahrlage","von","bis","valid","minFahrzeit","homogen","res","Tag_1","Tag_2","Tag_3","Tag_4","Tag_5","Tag_6","Tag_7","Tag_8","Tag_9","Tag_10","Tag_11","Tag_12","Tag_13","Tag_14","Tag_15","Tag_16","Tag_17","Tag_18","Tag_19","Tag_20","Tag_21","Tag_22","Tag_23","Tag_24","Tag_25","Tag_26","Tag_27","Tag_28","Tag_29","Tag_30","Tag_31","Tag_32","Tag_33","Tag_34","Tag_35","Tag_36","Tag_37"
"70",70,27,11,"B","L",1,22,1,"0, 13, 27, 17, 90",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",71,28,12,"B","M",1,38,1,"0, 13, 28, 55",1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",72,29,12,"B","M",0,38,0.9,"0, 72, 92, 93",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",73,29,12,"B","M",0,38,0.9,"0, 13, 28, 55",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",74,30,12,"B","M",0,38,0.8,"0, 72, 92, 93",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",75,30,12,"B","M",0,38,0.8,"0, 19, 36, 79",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",76,30,12,"B","M",0,38,0.8,"0, 73, 79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",77,31,13,"B","O",1,30,1,"0, 48, 73, 87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"78",78,32,14,"B","N",1,30,1,"0, 44, 72, 85, 19, 82, 61, 92",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",79,33,15,"J","O",1,20,1,"0, 57, 48, 86, 93",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",80,34,16,"K","O",1,20,1,"0, 85, 94",1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",81,35,16,"K","O",0,20,0.9,"0, 85, 94",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",82,35,16,"K","O",0,20,0.9,"0, 85, 94",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",83,36,17,"N","O",1,10,1,"0, 95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
"84",84,37,17,"N","O",0,10,0.9,"0, 95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",85,37,17,"N","O",0,10,0.9,"0, 95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
"86",86,38,18,"E","K",1,20,1,"0, 81, 82, 98, 40, 43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"90",90,41,20,"G","N",1,20,1,"0, 42, 84",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
